userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
81303: (480,2.7587850093841553) (2571,2.704293727874756) (260,2.6914567947387695) (589,2.681854248046875) (1196,2.6773288249969482) (2858,2.655289888381958) (2916,2.645723342895508) (1580,2.6338887214660645) (1270,2.5539801120758057) (2762,2.5181007385253906) (1197,2.4813919067382812) (2716,2.4765515327453613) (3578,2.451266050338745) (593,2.4204559326171875) (1265,2.4096245765686035) (1240,2.4058146476745605) (1097,2.383277416229248) (457,2.3805959224700928) (377,2.353505849838257) (2396,2.3477606773376465)
81243: (2858,2.066840648651123)* (1247,1.9959690570831299)* (858,1.9935731887817383) (1193,1.9799323081970215)* (593,1.9674875736236572) (908,1.9615159034729004)* (750,1.9584753513336182) (1394,1.9370256662368774) (1221,1.934749960899353) (923,1.9173333644866943)* (1198,1.9025921821594238)* (969,1.8899112939834595) (1094,1.8882975578308105) (1136,1.8803484439849854) (318,1.8754231929779053) (1270,1.835755705833435) (903,1.8329193592071533)* (919,1.8244526386260986) (1250,1.8155343532562256)* (2997,1.799975872039795)
81818: (1196,2.470345973968506) (2858,2.465994358062744)* (260,2.4473936557769775) (1210,2.3560454845428467) (480,2.3176417350769043)* (2571,2.2971134185791016) (593,2.2839393615722656) (1197,2.2613685131073) (1198,2.2463150024414062) (2028,2.24357271194458) (2762,2.2239060401916504) (110,2.22245717048645)* (2396,2.2012455463409424) (1097,2.195530652999878) (1265,2.186971426010132)* (296,2.1732141971588135) (2628,2.1606826782226562) (2916,2.1585776805877686) (1240,2.1415724754333496) (527,2.1363277435302734)
80635: (1196,2.1747000217437744) (260,2.1090869903564453) (593,2.0633864402770996)* (1617,2.0489587783813477) (1198,2.0062620639801025) (541,1.993942379951477) (527,1.9802329540252686) (1210,1.96247136592865) (912,1.9528348445892334) (318,1.9515987634658813) (1197,1.9511511325836182) (1193,1.9503514766693115) (296,1.9463322162628174)* (1394,1.9405466318130493) (1230,1.9234213829040527) (1304,1.9234198331832886) (1221,1.9226713180541992)* (924,1.9217987060546875) (1294,1.918768286705017) (1136,1.8963384628295898)
84709: (1230,1.4127365350723267) (1252,1.3841593265533447) (1294,1.3826496601104736) (608,1.3601524829864502) (1247,1.3462494611740112) (904,1.3227592706680298) (908,1.3140385150909424) (1304,1.30765700340271) (750,1.2995014190673828) (1225,1.2839769124984741) (1193,1.2823708057403564) (111,1.2765753269195557) (1617,1.273628830909729) (969,1.2716000080108643) (1196,1.2708446979522705) (858,1.2663273811340332) (541,1.2536228895187378) (903,1.2533137798309326) (1244,1.2526174783706665) (1207,1.2504782676696777)
84853: (480,2.638308525085449) (2571,2.581434726715088) (589,2.561366558074951) (1196,2.557621955871582) (2916,2.5323691368103027) (1580,2.519408941268921) (1270,2.4404008388519287) (110,2.4347848892211914) (2028,2.4319467544555664) (1197,2.3701915740966797) (2716,2.367244243621826) (356,2.3304405212402344) (593,2.3081634044647217) (780,2.305934429168701) (1265,2.299772262573242) (1240,2.298560619354248) (1,2.2942311763763428) (1198,2.2914998531341553) (1097,2.274935722351074)* (457,2.274921417236328)
81591: (1196,2.73063325881958)* (2396,2.442018747329712)* (2028,2.4415345191955566)* (2762,2.424776554107666)* (296,2.4120335578918457)* (1265,2.4037296772003174)* (1617,2.396641731262207)* (527,2.3874521255493164)* (858,2.3707568645477295)* (318,2.3646934032440186)* (1240,2.342728614807129)* (2716,2.3006772994995117) (2628,2.298884153366089)* (1259,2.266826629638672) (34,2.243746519088745)* (457,2.226780414581299)* (1136,2.1805882453918457)* (2791,2.1654977798461914) (2174,2.162824869155884)* (1387,2.1545326709747314)*
81122: (2858,3.504119634628296)* (1196,3.503084182739258)* (1197,3.1885666847229004) (2571,3.1493561267852783) (2396,3.1361846923828125) (2028,3.121624708175659)* (1265,3.077165126800537) (858,3.055063247680664)* (1214,2.956364154815674) (1,2.9246766567230225) (2628,2.9118247032165527)* (2916,2.907095193862915) (34,2.88327693939209) (924,2.858104705810547)* (1394,2.850792407989502)* (1136,2.815739154815674)* (2987,2.8010175228118896) (1200,2.800159454345703) (919,2.7914700508117676) (3578,2.760164737701416)
84838: (260,3.4042704105377197) (1196,3.4026966094970703)* (2858,3.3831701278686523)* (2571,3.350069999694824)* (1210,3.330583095550537) (2628,3.2340798377990723) (2028,3.1933135986328125)* (2762,3.157337188720703) (593,3.1023619174957275)* (2716,3.0773544311523438) (356,3.0517890453338623)* (1265,3.047912120819092)* (1097,3.030315399169922) (3578,3.016644239425659) (2396,3.005750894546509) (1,3.0022616386413574) (608,3.001729965209961)* (457,2.9643232822418213) (780,2.9114716053009033) (1127,2.89774751663208)
82684: (260,2.9339520931243896) (2858,2.926926374435425)* (480,2.889622688293457) (1210,2.857544422149658) (589,2.8482885360717773) (2571,2.8482022285461426) (1270,2.776895523071289) (1580,2.7404580116271973) (2028,2.733321189880371)* (2916,2.7310523986816406) (110,2.7214159965515137) (1197,2.7086615562438965) (1198,2.6577162742614746) (608,2.626929998397827)* (1265,2.6248795986175537) (2716,2.6221044063568115)* (1097,2.6162004470825195) (2396,2.6021876335144043) (1240,2.594818115234375) (1,2.5702500343322754)
84421: (2858,2.8891263008117676)* (858,2.6115520000457764)* (924,2.460278272628784)* (2571,2.452160358428955)* (110,2.438993453979492) (1221,2.4345009326934814)* (1214,2.4215846061706543)* (919,2.3880276679992676)* (1387,2.277796745300293)* (2174,2.261584758758545) (2987,2.255037307739258) (590,2.2472281455993652) (1094,2.2125699520111084) (2628,2.203195333480835)* (913,2.1102700233459473)* (1036,2.1067748069763184)* (2000,2.098371982574463)* (2804,2.07108211517334) (920,2.0673282146453857) (3114,2.066958427429199)
84400: (1196,2.7571678161621094)* (2858,2.738895893096924)* (2571,2.710991621017456)* (1210,2.700385093688965)* (1270,2.6147093772888184)* (2028,2.585905075073242) (110,2.5793724060058594) (2716,2.4927165508270264) (1198,2.485670566558838)* (1265,2.468766689300537) (1240,2.4490928649902344)* (3578,2.4444050788879395)* (2396,2.4313013553619385) (377,2.3333754539489746) (1610,2.3194639682769775) (318,2.299677610397339)* (2987,2.290423631668091)* (2355,2.2806177139282227) (1200,2.2780802249908447)* (648,2.2746338844299316)*
80502: (2571,3.1597375869750977)* (1210,3.122105121612549)* (2628,3.0762252807617188) (1580,3.069852590560913) (1270,3.0115280151367188) (2762,2.9586689472198486)* (2716,2.9004368782043457) (356,2.864528179168701) (3578,2.8570337295532227) (1097,2.8172056674957275) (2396,2.7799339294433594) (1214,2.6929798126220703) (2355,2.671779155731201) (2987,2.6408588886260986) (527,2.622955083847046) (318,2.617048978805542)* (2997,2.6132187843322754) (2000,2.600274085998535)* (3175,2.589099407196045) (380,2.579897880554199)
79804: (589,3.464468240737915)* (593,3.3867428302764893)* (1197,3.3622798919677734) (1097,3.2623844146728516)* (1265,3.2547519207000732) (2916,3.2419936656951904) (1240,3.1930742263793945)* (1,3.1417577266693115) (858,3.0966031551361084)* (457,3.0737009048461914)* (3578,3.0541718006134033)* (541,3.0184855461120605) (34,2.965609312057495) (1127,2.9605627059936523) (1291,2.912158966064453) (1610,2.9065542221069336)* (2000,2.8769640922546387) (780,2.8752331733703613) (1036,2.846998929977417)* (1136,2.8305070400238037)
80011: (1196,3.3704235553741455)* (608,3.2006654739379883)* (1210,3.1556081771850586) (1270,3.1206235885620117) (2571,3.0152485370635986) (2028,2.9949729442596436)* (1097,2.9871702194213867) (1265,2.9565834999084473) (858,2.951087474822998) (318,2.9360191822052) (1240,2.8700196743011475) (1214,2.840336799621582) (1580,2.827706813812256) (1259,2.8023455142974854) (2628,2.7784104347229004) (2916,2.772761344909668) (924,2.7622528076171875) (457,2.7153046131134033) (1193,2.692963123321533) (2987,2.686300039291382)
82831: (1196,3.044848918914795)* (260,3.0377273559570312)* (2858,3.0283193588256836) (480,2.9925966262817383)* (1270,2.8765101432800293)* (2028,2.8314826488494873) (2916,2.831430196762085) (110,2.8182897567749023) (1197,2.8062233924865723)* (2762,2.8006505966186523) (593,2.786336898803711) (1198,2.7521398067474365) (608,2.7184529304504395) (1265,2.7183258533477783) (2716,2.717184066772461)* (1097,2.709052085876465)* (2396,2.6936166286468506) (296,2.655520439147949) (3578,2.6455395221710205) (457,2.6214470863342285)
84766: (2858,2.352384567260742) (608,2.326529026031494) (260,2.2817840576171875) (593,2.2160637378692627) (1617,2.1787548065185547) (1198,2.1585307121276855) (1270,2.1402058601379395) (527,2.1230387687683105) (2396,2.118837594985962) (541,2.117114782333374) (296,2.0949740409851074) (1097,2.0721168518066406) (1394,2.0516841411590576) (1193,2.0468435287475586) (924,2.0382161140441895) (1265,2.0271451473236084) (589,2.0198233127593994) (1136,2.0118136405944824) (2028,2.002209186553955) (1304,2.000497341156006)
81114: (2858,3.0444507598876953)* (260,2.98606014251709)* (608,2.9026010036468506) (1210,2.836827278137207)* (1270,2.81168794631958) (1198,2.7826502323150635) (1197,2.7633683681488037)* (1097,2.6957356929779053) (858,2.6787750720977783)* (318,2.6575682163238525) (541,2.6233484745025635)* (1240,2.5833005905151367) (356,2.5475497245788574) (2716,2.5141074657440186) (924,2.5115201473236084)* (2628,2.478987455368042) (2916,2.4750585556030273) (1193,2.4575114250183105) (919,2.44962215423584) (1200,2.4215872287750244)*
81023: (480,2.5713629722595215)* (2916,2.5383424758911133)* (2628,2.5265064239501953)* (110,2.2882535457611084)* (2716,2.2602732181549072)* (2710,2.2492594718933105)* (1544,2.2182393074035645)* (648,2.2171850204467773)* (2858,2.215479850769043)* (1610,2.171513319015503) (457,2.1594700813293457)* (3623,2.149318218231201)* (1,2.1469943523406982)* (1197,2.1295557022094727)* (1676,2.1255998611450195)* (1240,2.1173226833343506)* (1370,2.1010003089904785) (2763,2.0996627807617188)* (1265,2.0729422569274902)* (1608,2.055962085723877)*
80019: (1196,3.2794137001037598) (260,3.233585834503174)* (1210,3.095944404602051) (608,3.065619468688965) (1270,3.0470340251922607) (593,3.0367369651794434) (480,3.003964900970459) (2571,2.9844987392425537) (1197,2.9841842651367188) (2396,2.922785997390747) (2762,2.914501905441284) (1097,2.903947114944458) (296,2.8849287033081055) (1265,2.883044719696045) (1617,2.85780930519104) (527,2.8557658195495605) (318,2.827634334564209) (356,2.787217378616333) (2997,2.7817747592926025) (2916,2.773928642272949)
85318: (1196,3.7494771480560303)* (2858,3.741401195526123) (480,3.5124216079711914) (589,3.5107030868530273) (2571,3.4832513332366943) (593,3.461721897125244) (608,3.461219310760498) (2028,3.4008331298828125) (2762,3.3709068298339844) (110,3.367910861968994) (1580,3.3059487342834473)* (296,3.2959847450256348) (2916,3.2671728134155273) (1240,3.2463488578796387) (1617,3.2219016551971436) (318,3.2121706008911133)* (858,3.1814236640930176) (2997,3.1705501079559326) (1214,3.168044090270996) (541,3.105693817138672)
82421: (1210,2.718684673309326)* (480,2.6830735206604004) (1270,2.664693832397461) (2571,2.6632418632507324) (1197,2.608720302581787)* (1198,2.59102201461792)* (1097,2.5327634811401367) (1580,2.530846118927002)* (2916,2.501474380493164) (356,2.4700193405151367) (527,2.4642093181610107)* (2716,2.461041212081909) (1214,2.4087486267089844)* (457,2.3811473846435547) (541,2.353806495666504) (1259,2.3341240882873535) (2987,2.311054229736328) (34,2.3107242584228516) (1200,2.310296058654785) (2174,2.258197546005249)
83933: (1196,3.2811524868011475) (260,3.268390417098999) (480,3.209228038787842) (2571,3.1686971187591553) (589,3.1678857803344727) (2028,3.0425968170166016) (1580,3.040313243865967) (2628,3.0301175117492676) (2916,3.0285682678222656) (110,3.023996353149414) (1197,3.0135135650634766) (2762,3.0105037689208984)* (593,2.997684955596924) (1198,2.960015296936035) (608,2.9356353282928467) (1265,2.9235048294067383)* (1097,2.915381908416748) (2396,2.901348829269409)* (356,2.9009251594543457) (1240,2.888270378112793)
79852: (1196,3.547130823135376) (480,3.427506923675537)* (1210,3.422970771789551) (1197,3.256608009338379) (593,3.2522225379943848)* (2762,3.235139846801758) (1198,3.2097926139831543)* (608,3.202575206756592) (1265,3.152548313140869) (1097,3.1517674922943115) (2396,3.14164400100708) (2716,3.1212642192840576)* (356,3.1136057376861572) (1240,3.1089258193969727) (296,3.098728656768799) (1,3.069795608520508) (527,3.0188255310058594) (3578,3.017521381378174) (457,3.0113162994384766) (1214,3.0051422119140625)*
84583: (1196,3.636216402053833) (260,3.617532730102539) (1210,3.514944076538086) (589,3.4949228763580322)* (1270,3.421391010284424) (110,3.3409481048583984)* (1197,3.3396968841552734) (593,3.332383632659912)* (2628,3.3282289505004883)* (1198,3.2881956100463867) (1097,3.23038387298584) (2396,3.223766803741455) (2716,3.2116692066192627) (356,3.2031359672546387) (1240,3.191657781600952) (1,3.1542935371398926) (3578,3.117847442626953) (527,3.0912389755249023) (1214,3.0748960971832275) (318,3.072068929672241)*
81730: (1196,3.3332343101501465)* (2858,3.3157739639282227) (2571,3.1583728790283203) (593,3.0631556510925293) (2028,3.05631685256958) (110,3.0384552478790283) (2762,3.030867576599121) (608,3.0228800773620605) (356,2.914992332458496)* (1,2.877814292907715)* (527,2.841938018798828) (1214,2.8309342861175537) (318,2.824416160583496) (3578,2.8132853507995605) (1617,2.8101673126220703) (2997,2.7951316833496094)* (858,2.781485080718994) (50,2.737968921661377) (1127,2.7325243949890137) (1200,2.7174055576324463)*
80309: (1196,2.7269973754882812) (2858,2.723921298980713)* (260,2.6972737312316895) (1210,2.591167449951172) (1270,2.545198440551758) (480,2.5348877906799316) (2571,2.5144400596618652) (1197,2.4921555519104004) (1198,2.4831337928771973) (2028,2.4648489952087402) (1097,2.4213337898254395) (1265,2.407989501953125) (296,2.401505470275879) (1580,2.3842010498046875) (527,2.364664077758789)* (2628,2.3558032512664795) (1240,2.3545637130737305) (2916,2.352881669998169) (356,2.341578960418701) (858,2.333174467086792)
79617: (260,2.7451119422912598)* (608,2.725316047668457)* (1270,2.581267833709717) (1197,2.540067195892334)* (2396,2.5260791778564453) (527,2.506610870361328) (296,2.49703049659729) (589,2.484936237335205) (1097,2.483956813812256) (318,2.4752578735351562) (541,2.47052001953125) (2028,2.4458351135253906) (1265,2.444519519805908) (480,2.42630672454834)* (1394,2.3781771659851074) (1214,2.362907886505127)* (50,2.362029552459717) (1240,2.357633113861084) (34,2.348083972930908) (1136,2.3393335342407227)
80942: (2858,1.8755476474761963)* (1196,1.8731213808059692)* (608,1.7941638231277466) (593,1.753519892692566) (1197,1.7032616138458252)* (2396,1.683304786682129) (1617,1.6774837970733643) (296,1.6627171039581299) (480,1.6606649160385132)* (858,1.659853458404541) (527,1.6551769971847534) (2571,1.6550794839859009) (2028,1.6516505479812622) (2762,1.6410309076309204) (1265,1.6396511793136597) (318,1.6384674310684204) (1214,1.583665370941162) (50,1.5704574584960938) (356,1.564233422279358) (34,1.556952953338623)
84281: (1196,3.1008429527282715)* (1210,2.97617244720459)* (480,2.9571168422698975) (589,2.9407362937927246) (593,2.8565430641174316)* (2028,2.838810920715332) (608,2.8301453590393066) (2762,2.8124144077301025) (2916,2.7705516815185547)* (1097,2.757145404815674)* (296,2.719667911529541) (1240,2.7058072090148926) (2716,2.7036352157592773)* (1,2.6681365966796875)* (1617,2.6335396766662598) (1214,2.63036847114563) (2997,2.6115434169769287) (858,2.603767156600952) (50,2.5564022064208984) (541,2.5398435592651367)
84694: (1580,2.925758123397827)* (260,2.905094623565674) (1196,2.874891757965088) (2762,2.74269962310791)* (3578,2.7154645919799805) (1197,2.674795627593994) (356,2.6650757789611816)* (1,2.6200003623962402)* (1240,2.6131961345672607) (457,2.6109344959259033)* (1573,2.608276128768921)* (1127,2.5917186737060547)* (380,2.58497953414917)* (593,2.5770697593688965) (1610,2.5662858486175537)* (1198,2.564724922180176) (1097,2.56022047996521) (296,2.460740566253662) (1291,2.4581375122070312) (3175,2.4556074142456055)*
82260: (2858,2.267498016357422) (608,2.2624595165252686) (593,2.1403088569641113) (858,2.096688985824585) (541,2.0616421699523926)* (527,2.0538992881774902) (1270,2.0510878562927246)* (2396,2.0454459190368652)* (1197,2.0263988971710205) (318,2.0250914096832275) (296,2.022350788116455) (1193,2.0126376152038574) (912,2.0036134719848633) (1097,1.992092490196228)* (1221,1.9856237173080444) (924,1.9855053424835205) (2997,1.9649841785430908) (1136,1.963493824005127) (1230,1.9605207443237305) (1294,1.9569990634918213)*
82556: (2916,1.4617623090744019)* (2628,1.4466420412063599) (2699,1.4170615673065186) (733,1.3990812301635742)* (2571,1.3955949544906616) (780,1.3773375749588013)* (2710,1.374076008796692) (589,1.3478479385375977) (1544,1.3452277183532715) (1377,1.3197740316390991)* (70,1.3019206523895264)* (377,1.3014419078826904)* (1210,1.290940523147583) (1552,1.2826539278030396)* (648,1.2780914306640625)* (2706,1.2741270065307617) (2763,1.2666507959365845) (110,1.2626057863235474)* (736,1.26021146774292) (1215,1.2581866979599)*
81985: (1196,3.444929361343384)* (2858,3.420966148376465) (1270,3.2510697841644287)* (1580,3.189924955368042)* (2028,3.18707275390625) (2628,3.1760830879211426) (1197,3.172116279602051)* (608,3.0853028297424316) (2396,3.0428810119628906) (2997,2.8748555183410645) (2987,2.8386847972869873)* (1610,2.827108144760132)* (648,2.7503626346588135)* (34,2.7490010261535645)* (3175,2.699976921081543) (1387,2.6945672035217285)* (592,2.6871023178100586)* (1923,2.6092417240142822) (590,2.6039135456085205)* (1584,2.5849924087524414)*
80429: (1196,3.11226749420166) (260,3.104186534881592) (2858,3.097440719604492) (1210,3.0246949195861816) (1270,2.9368507862091064) (1580,2.9007387161254883) (2628,2.891996145248413) (110,2.8791606426239014)* (2762,2.8629822731018066) (1197,2.862262725830078) (593,2.8441367149353027) (1198,2.8111162185668945)* (608,2.777761459350586) (1265,2.77772855758667) (2716,2.7749953269958496) (356,2.7618067264556885) (2396,2.7514960765838623) (1,2.7178473472595215) (296,2.7133562564849854) (3578,2.7012386322021484)
82589: (260,2.710388660430908)* (1196,2.6971302032470703)* (589,2.692136287689209)* (2916,2.6520237922668457) (1580,2.641045093536377) (1270,2.5716145038604736)* (2028,2.5592095851898193) (2762,2.530139446258545) (2716,2.487417221069336) (3578,2.4549942016601562) (356,2.4511899948120117) (593,2.4391520023345947) (1265,2.4247562885284424) (1198,2.4190828800201416)* (1,2.413642644882202) (1097,2.4000000953674316) (1127,2.3546690940856934) (1610,2.326754570007324)* (296,2.326606512069702) (608,2.324352264404297)
83470: (2571,2.469024181365967) (1196,2.455230236053467) (589,2.451563835144043) (1210,2.433434009552002) (2916,2.4180197715759277) (2628,2.4142866134643555) (1270,2.340829372406006)* (110,2.3315224647521973) (2028,2.3287510871887207) (1197,2.274770975112915) (3578,2.235259532928467) (356,2.232968807220459) (1265,2.2075514793395996) (1198,2.2016727924346924) (780,2.19888973236084) (1,2.1983482837677) (457,2.1785333156585693) (377,2.1508421897888184) (1127,2.1483566761016846) (2396,2.147998094558716)
82613: (260,2.5990819931030273) (608,2.59841251373291)* (1198,2.4428915977478027)* (1270,2.442293882369995)* (1197,2.4040582180023193) (858,2.4012842178344727) (527,2.384786605834961)* (296,2.371278762817383) (541,2.355942726135254) (318,2.354273796081543)* (1097,2.353524684906006) (1265,2.3139262199401855) (2028,2.307842493057251)* (2571,2.282193660736084)* (480,2.2775635719299316) (1394,2.272149085998535) (110,2.265536308288574)* (1193,2.2507376670837402) (1259,2.2461960315704346) (34,2.2344326972961426)*
83089: (260,2.6194653511047363)* (2628,2.618140459060669) (2858,2.570147752761841) (110,2.4980435371398926) (2028,2.4923455715179443) (2762,2.463359832763672) (2716,2.4357059001922607) (3578,2.420184850692749) (1197,2.4138588905334473) (780,2.398440361022949) (356,2.392601490020752)* (1,2.351834297180176) (377,2.3371362686157227)* (1097,2.315462589263916)* (1127,2.314448833465576) (1573,2.303784132003784) (1610,2.2898476123809814) (648,2.2792181968688965) (2355,2.2768843173980713) (2396,2.2680909633636475)
80901: (2858,2.1145381927490234) (1196,2.11065936088562) (260,2.062765598297119) (608,2.057248115539551)* (593,1.9830927848815918) (1210,1.9433916807174683)* (1270,1.9387385845184326) (1198,1.9381492137908936) (1197,1.9086658954620361) (858,1.9033565521240234) (2396,1.8999793529510498) (527,1.8873611688613892) (296,1.878360390663147) (1097,1.8686529397964478) (541,1.8677287101745605) (318,1.8638315200805664) (589,1.857242226600647) (1265,1.8349732160568237) (2028,1.8287534713745117) (2762,1.8220841884613037)
82736: (480,3.5540590286254883)* (1196,3.461488723754883)* (2858,3.4267959594726562)* (1265,3.112098217010498)* (1240,3.1059374809265137)* (1198,3.105755567550659)* (2396,3.030902624130249) (608,2.982131004333496)* (1573,2.96478271484375)* (1200,2.8800930976867676)* (318,2.846112012863159) (1923,2.7884511947631836) (1617,2.7574596405029297) (3114,2.757244110107422) (1544,2.7268810272216797)* (1721,2.7237839698791504) (2710,2.723289966583252) (34,2.694016218185425) (1784,2.6931889057159424) (1387,2.68621826171875)*
84890: (2628,3.233255624771118)* (1270,3.1701529026031494)* (2028,3.146698474884033)* (593,3.020765781402588) (356,3.0127925872802734) (457,2.934091806411743)* (780,2.9337706565856934)* (2396,2.9233956336975098) (1610,2.8460021018981934) (1214,2.834840774536133) (2355,2.807469367980957) (648,2.80649733543396)* (1291,2.7707042694091797)* (527,2.7594587802886963) (318,2.7539443969726562)* (2000,2.733732223510742) (50,2.692695140838623) (1036,2.677243232727051)* (2699,2.676323890686035) (592,2.6584973335266113)*
81468: (1230,1.1150259971618652) (1252,1.096515417098999) (1294,1.0859794616699219) (1244,1.0735012292861938) (1247,1.055931806564331) (913,1.0389454364776611)* (3504,1.006704330444336) (910,1.0058526992797852)* (1952,1.0046415328979492) (1276,1.0040162801742554) (1084,0.9941582679748535) (969,0.993873119354248)* (2300,0.9885612726211548)* (1234,0.9804509878158569) (3362,0.980209469795227) (1304,0.9739841818809509) (3363,0.970481276512146) (111,0.9689592719078064) (1256,0.968255877494812) (1299,0.9597126841545105)
81008: (2858,2.3546230792999268) (1196,2.347301959991455) (260,2.289520263671875) (593,2.2097597122192383) (1198,2.1574389934539795) (1617,2.1563515663146973) (1210,2.151498317718506) (1270,2.149827480316162) (858,2.1323745250701904) (2396,2.116180181503296) (527,2.1085398197174072) (541,2.0919108390808105) (296,2.0907866954803467) (1097,2.0751209259033203) (589,2.0481789112091064) (1265,2.034881114959717) (2997,2.026866912841797) (1394,2.0208985805511475) (2762,2.0134527683258057) (924,2.0114245414733887)
83250: (480,2.5572879314422607) (589,2.516526699066162) (2571,2.5155651569366455) (1270,2.452336549758911) (1580,2.429263114929199) (2916,2.4247865676879883) (2628,2.421722412109375) (2028,2.4111626148223877) (110,2.4036386013031006) (1197,2.390251636505127) (2762,2.386958599090576) (593,2.3670520782470703) (1265,2.314814805984497) (1097,2.3075389862060547)* (608,2.3028788566589355) (1240,2.2936134338378906)* (2396,2.285928249359131) (1,2.2731270790100098) (3578,2.2592248916625977) (296,2.2551631927490234)
83628: (2858,2.6689271926879883) (593,2.4977025985717773) (1198,2.4452364444732666)* (1197,2.421689987182617)* (1617,2.396843433380127) (589,2.390510082244873) (858,2.3722448348999023) (296,2.368816375732422)* (527,2.364330768585205) (480,2.3482065200805664) (2571,2.3411788940429688) (318,2.3386287689208984) (1265,2.332186698913574) (2762,2.3295178413391113) (541,2.324721336364746) (110,2.3072848320007324) (2997,2.2863142490386963) (1240,2.2585554122924805) (1214,2.2558417320251465) (1259,2.240175247192383)
85337: (2858,2.5401830673217773) (1196,2.5325374603271484)* (608,2.5054917335510254) (593,2.3922245502471924) (1617,2.346255302429199) (1270,2.317751407623291) (1210,2.312452554702759) (2396,2.286389112472534)* (527,2.2833898067474365) (296,2.2591466903686523) (318,2.253314256668091) (1193,2.2000010013580322) (924,2.19400954246521) (1265,2.1915578842163086) (589,2.189953327178955)* (912,2.1763055324554443) (2028,2.1670045852661133) (2762,2.159259557723999) (34,2.1448497772216797) (50,2.1420416831970215)
79843: (1196,3.3545424938201904)* (1210,3.2540855407714844) (589,3.2398338317871094)* (1270,3.1638622283935547)* (1580,3.111999750137329)* (2028,3.110199451446533)* (2916,3.1014962196350098) (110,3.0965709686279297)* (608,3.0022201538085938) (1265,2.9898362159729004) (2716,2.9821033477783203)* (356,2.967442512512207) (1240,2.9541916847229004)* (296,2.9262349605560303) (3578,2.8987998962402344)* (1214,2.844027519226074) (527,2.8374829292297363) (318,2.8222670555114746) (1127,2.7976794242858887) (1617,2.788282871246338)
79652: (480,1.3436412811279297) (2916,1.3318960666656494) (2628,1.317726492881775) (1580,1.2991682291030884) (2571,1.2897589206695557) (380,1.2704569101333618) (589,1.2566475868225098) (2699,1.2538567781448364) (316,1.2477105855941772) (780,1.247321367263794) (733,1.2426223754882812) (1917,1.238430142402649) (1573,1.2253022193908691) (1210,1.2198057174682617) (1544,1.1939855813980103) (3578,1.1911052465438843) (377,1.1862146854400635) (110,1.1819725036621094) (2617,1.1720141172409058)* (1196,1.1677987575531006)
83608: (480,3.0536322593688965)* (2571,2.9824423789978027)* (589,2.9529948234558105) (2628,2.937922477722168)* (1196,2.9189000129699707)* (2858,2.88405704498291) (1270,2.7960970401763916) (2762,2.7644259929656982) (2716,2.733001708984375) (1197,2.7125871181488037)* (780,2.691711664199829)* (356,2.683438777923584) (1265,2.633277654647827) (593,2.626288890838623) (1097,2.5993850231170654) (1127,2.598599910736084)* (1573,2.587567090988159) (1610,2.5698657035827637)* (2396,2.544731616973877) (2699,2.51252818107605)
83197: (260,2.4740772247314453) (2628,2.4693703651428223)* (1210,2.448961019515991) (2858,2.433598279953003)* (110,2.3607585430145264) (2028,2.355563163757324)* (1270,2.3495140075683594) (2762,2.3275787830352783)* (2716,2.2978222370147705) (1,2.2208025455474854)* (1240,2.218822717666626) (377,2.2056212425231934) (1198,2.1979565620422363) (1097,2.1868045330047607) (1127,2.18221378326416) (1610,2.1602060794830322) (648,2.1486668586730957) (2396,2.1467957496643066) (733,2.1350176334381104) (380,2.1331846714019775)
83386: (260,3.043025493621826) (480,3.0201382637023926) (1210,2.9711012840270996) (589,2.970620632171631) (1270,2.8789374828338623) (1580,2.867187023162842) (2628,2.862926959991455) (2916,2.8611903190612793) (2762,2.815249443054199) (1197,2.806037187576294)* (593,2.780210494995117) (2716,2.732846736907959) (1265,2.722813844680786) (356,2.7158403396606445) (1097,2.709028720855713) (608,2.703031063079834) (1240,2.6949543952941895) (2396,2.693059206008911) (1,2.6730780601501465) (296,2.6530673503875732)
79598: (1196,2.755307912826538) (2858,2.742340326309204) (260,2.7414746284484863) (1210,2.662132501602173) (589,2.6466662883758545)* (2571,2.6409215927124023) (1197,2.533541202545166) (593,2.525834083557129) (2762,2.519561290740967) (2916,2.519446849822998)* (2628,2.5190069675445557) (1198,2.4941086769104004) (608,2.481712579727173) (1265,2.454505443572998) (1097,2.4503493309020996) (2396,2.4416651725769043) (356,2.4277658462524414) (1240,2.4212756156921387) (296,2.4087648391723633) (1,2.3922266960144043)
80120: (480,2.339087963104248) (1196,2.264286994934082)* (2858,2.2482309341430664) (1210,2.246710777282715)* (2628,2.243906259536743) (1580,2.233846664428711) (2028,2.161130428314209) (110,2.1606760025024414) (1270,2.1601884365081787) (1197,2.0990543365478516) (3578,2.081775665283203) (356,2.0684053897857666) (593,2.046121597290039) (1265,2.0401012897491455) (780,2.038433313369751) (1240,2.036252021789551) (1,2.03336763381958) (1198,2.0299642086029053) (457,2.017838716506958) (1097,2.016326665878296)
